"a","ه"
"muhârebe","مُحَارَبَه"
"muharrem","مُحَرَّمْ "
"muhâsara","مُحَاصَرَه "
"muhat","مُحَاطْ"
"muhâvere","مُحَاوَرَه"
"muhbir-i sâdık","مُخْبِرِ صَادِقْ"
"muhik","مُحِقّ"
"muhkem","مُحْكَمْ"
"muhlis","مُخْلِصْ "
"muhrik","مُحْرِقْ"
"muhtâr","مُخْتَارْ"
"muhterik","مُحْتَرِقْ"
"muhteviyât","مُحْتَوِيَاتْ "
"muhyiddîn","مُحْيِي الدّ۪ينْ "
"muîn","مُع۪ينْ"
"muîn-i zâlim","مُع۪ينِ ظَالِمْ"
"mukaddeme-i mükâfat-ı lahika","مُقَدَّمَۀِ مُكَافَاتِ لَاحِقَه"
"mukadderât","مُقَدَّرَاتْ "
"mukadderât-ı beşer","مُقَدَّرَاتِ بَشَرْ"
"mukadderât-ı hayât","مُقَدَّرَاتِ حَيَاتْ "
"mukadderât-ı hayâtiye","مُقَدَّرَاتِ حَيَاتِيَه "
"mukaddesât","مُقَدَّسَاتْ "
"mukannen","مُقَنَّنْ"
"mukavves","مُقَوَّسْ"
"mukāyese","مُقَايَسَه "
"mukni'","مُقْنِعْ "
"muktezâ-yı adâlet","مُقْتَضَايِ عَدَالَتْ "
"muktezâ-yı fıtrî","مُقْتَضَايِ فِطْر۪ي"
"muktezâ-yı hâl","مُقْتَضَايِ حَالْ "
"mukteza-yı hikmet","مُقْتَضَاي حِكْمَتْ"
"muktezā-yı insaniyet","مُقْتَضَايِ اِنْسَانِيَتْ"
"muktezây-ı rahmet","مُقْتَضَايِ رَحْمَتْ "
"munazzım","مُنَظِّمْ"
"mûnis","مُونِسْ "
"munsıf","مُنْصِفْ "
"murâkabe","مُرَاقَبَه "
"murdar","مُرْدَارْ "
"murdia","مُرْضِعَه"
"musaddak","مُصَدَّقْ "
"musaffâ","مُصَفّٰي"
"musahhariyet","مُسَخَّرِيَتْ "
"musahhih","مُصَحِّحْ "
"musallat","مُسَلَّطْ "
"musammem","مُصَمَّمْ "
"musanna'","مُصَنَّعْ"
"musarrah","مُصَرَّحْ "
"musibet-i âmme","مُص۪يبَتِ عاَمَّه"
"musîbet-i âmme","مُصِيبَتِ عَامَّه"
"musibetzede","مُص۪يبَتْزَدَه "
"musîbetzede","مُص۪يبَتْزَدَه "
"mutaassıb","مُتَعَصِّبْ"
"mutâbakat","مُطَابَقَتْ "
"mutâbık","مُطَابِقْ "
"mutâbık-ı muktezâ-yı hâl","مُطَابِقِ مُقْتَضَايِ حَالْ "
"mutâbık-ı muktezā-yı hâl","مُطَابِقِ مُقْتَضَايِ حَالْ "
"mutābık-ı vâki'","مُطَابِقِ وَاقِعْ"
"mutasavver","مُتَصَوَّرْ "
"mutazammın","مُتَضَمِّنْ"
"mu'teber","مُعْتَبَرْ"
"mu'teriz","مُعْتَرِضْ "
"mu'tezile","مُعْتَزِلَه"
"mutî'","مُط۪يعْ "
"mutmain","مُطْمَئِنْ "
"muttali'","مُطَّلِعْ "
"muttarid","مُطَّرِدْ "
"muttasıf","مُتَّصِفْ "
"muvâfakat","مُوَافَقَتْ "
"muvâfık","مُوَافِقْ "
"muvahhid","مُوَحِّدْ "
"muvahhidîn","مُوَحِّد۪ينْ "
"muvâzî","مُوَاز۪ي "
"muzâaf","مُضَاعَفْ "
"muzaffer","مُظَفَّرْ "
"muzdar","مُضْطَرْ "
"muzdarib","مُضْطَرِبْ "
"muzırra","مُضِرَّه "
"muzmer","مُضْمَرْ"
"mübâdele","مُبَادَلَه"
"mübâhase","مُبَاحَثَه "
"mübâhât","مُبَاهَاتْ"
"mübâlağa","مُبَالَغَه"
"mübârek","مُبَارَكْ"
"mübâşeret","مُبَاشَرَتْ "
"mübâşeret-i cüz'iye","مُبَاشَرَتِ جُزْئِيَه"
"mübâşir","مُبَاشِرْ"
"mübayenet","مُبَايَنَتْ"
"mübâyenet","مُبَايَنَتْ"
"mübayenet-i mahiyet","مُبَايَنَتِ مَاهِيَتْ"
"mübelliğ","مُبَلِّغْ "
"müberrâ","مُبَرَّا "
"mübeyyiz","مُبَيِّضْ "
"mübezzir","مُبَذِّرْ"
"mücâhid","مُجَاهِدْ "
"mücâzât","مُجَازَاتْ "
"mücedded","مُجَدَّدْ"
"mücellede","مُجَلَّدَه "
"mücessem","مُجَسَّمْ "
"müctehid","مُجْتَهِدْ"
"müdâfaa","مُدَافَعَه"
"müdâfaanâme","مُدَافَعَه نَامَه "
"müdâfi'","مُدَافِعْ "
"müdâhale","مُدَاخَلَه"
"müdakkik","مُدَقِّقْ"
"müddehar","مُدَّخَرْ "
"müdebbir","مُدَبِّرْ "
"müdebbir-i hakîm","مُدَبِّرِ حَك۪يمْ"
"müdellel","مُدَلَّلْ"
"müderris","مُدَرِّسْ "
"müeccel","مُؤَجَّلْ "
"müekkel","مُؤَكَّلْ "
"müellefât","مُؤَلَّفَاتْ "
"müennes","مُؤَنَّثْ "
"müessir-i hakîki","مُؤَثِّرِ حَقِيقِي"
"müeyyid","مُؤَيِّدْ "
"müezzin-i a'zam","مُؤَذِّنِ اَعْظَمْ "
"müferrah","مُفَرَّحْ "
"müfettiş","مُفَتِّشْ"
"müfterî","مُفْتَر۪ي"
"mühefhef","مُهَفْهَفْ"
"müheyyâ","مُهَيَّا "
"mühezzeb","مُهَذَّبْ"
"mühîb","مُه۪يبْ "
"mükebbir","مُكَبِّرْ "
"mükellef","مُكَلَّفْ "
"mükellefîn","مُكَلَّفِينْ"
"mükerrem","مُكَرَّمْ "
"mükrim","مُكْرِمْ"
"mülâhaza","مُلَاحَظَه"
"mülâkāt","مُلَاقَاتْ"
"mülâkî","مُلَاق۪ي "
"mülâzım","مُلَازِمْ"
"mülhem","مُلْهَمْ"
"mülhid","مُلْحِدْ"
"mülkiye","مُلْكِيَه"
"mülk-ü ten","مُلْكُ تَنْ"
"mültebis","مُلْتَبِسْ"
"mülzem","مُلْزَمْ "
"mümânaat","مُمَانَعَتْ "
"mümânaât","مُمَانَعَاتْ "
"mümâsil","مُمَاسِلْ"
"mümtâz","مُمْتَازْ"
"mümteni'","مُمْتَنِعْ"
"mümtezic","مُمْتَزِجْ "
"münâcât","مُنَاجَاتْ"
"mün'adim","مُنْعَدِمْ"
"münâfık","مُنَافِقْ "
"münâsebet","مُنَاسَبَتْ "
"münâvebe","مُنَاوَبَه "
"münâzaa","مُنَازَعَه "
"münâzara","مُنَاظَرَه "
"münbasit","مُنْبَسِطْ "
"müncemid heves","مُنَْجَمِّدْ هَوَسْ"
"müncer","مُنْجَرْ "
"müncezib","مُنْجَذِبْ"
"münderic","مُنْدَرِجْ "
"münevvim","مُنَوِّمْ"
"münevvir","مُنَوِّرْ "
"münfail","مُنْفَعِلْ "
"münhasif","مُنْخَسِفْ"
"müntehâ","مُنْتَهَا"
"müntehab","مُنْتَخَبْ "
"müntehâ-yı te'lîf","مُنْتَهَايِ تَأْلِيفْ"
"münzevî","مُنْزَو۪ي "
"mürâcaat","مُرَاجَعَتْ"
"müreccih","مُرَجِّحْ"
"mürefref","مُرَفْرَفْ"
"mürîd","مُر۪يدْ"
"mürşid-i ekber","مُرْشِدِ اَكْبَرْ "
"mürşid-i ekmel","مُرْشِدِ اَكْمَلْ "
"mürşid-i kâmil","مُرْشِدِ كَامِلْ "
"mürşid-i mutlak","مُرْشِدِ مُطْلَقْ"
"mürşid-i rabbanî","مُرْشِدِ رَبَّان۪ي "
"mürtezık","مُرتَزِقْ"
"mürûr-u a'sâr","مُرُورُ اَعْصَارْ"
"mürûr-u zaman","مُرُورِ زَمَانْ "
"müsâbaka","مُسَابَقَه"
"müsâdeme","مُصَادَمَه"
"müsâdere","مُصَادَرَه "
"müsâvât","مُسَاوَاتْ"
"müsâvât-ı mutlaka","مُسَاوَاتِ مُطْلَقَه"
"müsâvî","مُسَاو۪ي "
"müsbit","مُثْبِتْ"
"müsebbeb","مُسَبَّبْ "
"müsebbih","مُسَبِّحْ "
"müsellem","مُسَلَّمْ "
"müsemmâ","مُسَمَّا"
"müsemmâ-yı akdes","مُسَمَّايِ اَقْدَسْ"
"müsemmâ-yı zülcelâl","مُسَمَّايِ ذُوالْجَلَالْ "
"müsevvid","مُسَوِّدْ "
"müsinn","مُسِنّ "
"müskit","مُسْكِتْ "
"müsta'cel","مُسْتَعْجَلْ"
"müstağrak","مُسْتَغْرَقْ"
"müstahrec","مُسْتَخْرَجْ "
"müstahsen","مُسْتَحْسَنْ "
"müstahsil","مُسْتَحْصِلْ "
"müstakbel","مُسْتَقْبَلْ"
"müstakîm","مُسْتَق۪يمْ "
"müsta'mel","مُسْتَعْمَلْ"
"müsteâr","مُسْتَعَارْ"
"müsteid","مُسْتَعِدْ"
"müstekreh","مُسْتَكْرَهْ "
"müstelzim","مُسْتَلْزِمْ "
"müstemid","مُسْتَمِدْ"
"müstemir","مُسْتَمِرْ "
"müstensih","مُسْتَنْسِخْ "
"müstevlî","مُسْتَوْل۪ي"
"müşâbehet","مُشَابَهَتْ"
"müşâbih","مُشَابِهْ "
"müşâvere","مُشَاوَرَه "
"müşedded","مُشَدَّدْ "
"müşerref","مُشَرَّفْ"
"müşevveşiyet","مُشَوَّشِيَتْ"
"müşevvik","مُشَوِّقْ "
"müşîr","مُش۪يرْ "
"müşrik","مُشْرِكْ"
"müştâk","مُشْتَاقْ"
"müşterek","مُشْتَرَكْ "
"müşterî","مُشْتَر۪ي"
"mütâlaa","مُطَالَعَه "
"mütâreke","مُتَارَكَه "
"müteâl","مُتَعَالْ"
"mütebâkî","مُتَبَاق۪ي "
"mütebeddil","مُتَبَدِّلْ "
"mütecessid","مُتَجَسِّدْ"
"mütecessid riyâ","مُتَجَسِّدْ رِيَا"
"mütedâvil","مُتَدَاوِلْ "
"mütederric","مُتَدَرِّجْ"
"mütefelsif","مُتَفَلْسِفْ "
"mütegayyir","مُتَغَيِّرْ "
"mütehakkim","مُتَحَكِّمْ"
"mütehassıl","مُتَحَصِّلْ "
"mütekellim-i alîm","مُتَكَلِّمِ عَل۪يمْ"
"mütekellim-i ezelî","مُتَكَلِّمِ اَزَل۪ي"
"mütekellim-i maalgayr","مُتَكَلِّمِ مَعَ  الْغَيْرْ "
"mütekellim-i vahde","مُتَكَلِّمِ وَحدَه"
"mütekellimîn","مُتَكَلِّم۪ينْ"
"mütekerrir","مُتَكَرِّرْ"
"mütelezziz","مُتَلَذِّذْ"
"mütemâdî","مُتَمَاد۪ي "
"mütemâdiyen","مُتَمَادِيًا "
"mütemerrid","مُتَمَرِّدْ "
"mütemessil","مُتَمَثِّلْ"
"mütenâkız","مُتَنَاقِضْ"
"mütenebbih","مُتَنَبِّهْ"
"mütenevvi'","مُتَنَوِّعْ"
"müterâkim","مُتَرَاكِمْ "
"mütereddid","مُتَرَدِّدْ "
"mütesallib","مُتَصَلِّبْ"
"mütesellî","مُتَسَلّ۪ي "
"müteşahhıs","مُتَشَخِّصْ"
"mütevaggil","مُتَوَغِّلْ"
"mütevâlî","مُتَوَال۪ي "
"müttefekun aleyh","مُتَّفَقٌ عَلَيْهْ "
"müttefikan","مُتَّفِقًا "
"müttehem","مُتَّهَمْ "
"müvellide","مُوَلِّدَه"
"müyesser","مُيَسَّرْ "
"müzâheret","مُظَاهَرَتْ"
"müzahraf","مُزَخْرَفْ "
"müzâkere","مُذَاكَرَه "
"müzehher","مُزَهَّرْ"
"müzeyyin","مُزَيِّنْ"
"müzhir","مُظْهِرْ "
"müzmahil","مُضْمَحِلْ"
"nacî","نَاجِي"
"nâfi'","نَافِعْ "
"nâfî","نَاف۪ي "
"nahîf","نَح۪يفْ"
"nahîfe","نَح۪يفَه"
"nahiv","نَحِوْ "
"nahnü","نَحْنُ"
"nakd-i ömür","نَقْدِ عُمُرْ "
"nâkile","نَاقِلَه "
"naks","نَقْصْ "
"nakş-ı vahdet","نَقْشِ وَحْدَتْ"
"nâ-mahrem","نَامَحْرَمْ "
"nâmdâr","نَامْدَارْ "
"nâmûs","نَامُوسْ"
"nâmûs-u ikrâm","نَامُوسُ اِكْرَامْ"
"nâmûs-u zîhayat","نَامُوسُ ذ۪ي حَيَاتْ "
"nâ-mütenâhî","نَامُتَنَاه۪ي "
"nâr-ı hayat","نَارِ حَيَاتْ "
"nas","نَصّ"
"nasb","نَصب"
"nasr","نَصْرْ "
"nasrânî","نَصْرَان۪ي "
"nass-ı âyet","نَصِّ اٰيَتْ "
"nass-ı kelâm","نَصِّ كَلَامْ "
"nass-ı kur'ân","نَصِّ قُرْاٰنْ "
"nazar-ı beşer","نَظَرِ بَشَرْ"
"nazar-ı dalâlet","نَظَرِ ضَلَالَتْ"
"nazar-ı dikkat","نَظَرِ دِقَّتْ "
"nazar-ı ehemmiyet","نَظَرِاَهَمِّيَت"
"nazar-ı gaflet","نَظَرِ غَفْلَتْ "
"nazar-ı hikmet","نَظَرِ حِكْمَتْ"
"nazar-ı ibret","نَظَرِ عِبْرَتْ"
"nazar-ı inâyet","نَظَرِ عِنَايَتْ"
"nazar-ı mütâlaa","نَظَرِ مُطَالَعَه"
"nazar-ı nübüvvet","نَظَرِ نُبُوَّتْ "
"nazar-ı rabbanî","نَظَرِ رَبَّانِي"
"nazar-ı rağbet","نَظَرِ رَغْبَتْ"
"nazar-ı umûmî","نَظَرِ عُمُوم۪ي"
"nazar-ı zâhirî","نَظَرِ ظَاهِر۪ي "
"nazariyât","نَظَرِيَاتْ "
"nazarîyat","نَظَرِيَاتْ"
"nazariyât-ı dîniye","نَظَرِيَاتِ دِينِيَه"
"nazenîn","نَازَن۪ينْ"
"nâzenîn","نَازَن۪ينْ"
"nazım","نَظِمْ"
"nazîf","نَظ۪يفْ "
"nazîre","نَظ۪يرَه "
"nazm-ı garîb-i hikmet","نَظْمِ غَرِيبِ حِكْمَتْ"
"nebâtî","نَبَات۪ي "
"nebze","نَبْذَه "
"necât","نَجَاتْ"
"necis","نَجِسْ"
"necm-i âyet","نَجْمِ آيَتْ"
"necm-i zehrâ","نَجْمِ زَهْرَا"
"nefh-i sûr","نَفْخِ صُورْ "
"nefh-i sūr","نَفْخِ صُورْ "
"nefisperest","نَفِسْپَرَسْتْ "
"nefisperver","نَفِسْپَرْوَرْ"
"nefret-i âmme","نَفْرَتِ عَامَّه "
"nefs-i amel","نَفْسِ عَمَلْ "
"nefs-i cismânî","نَفْسِ جِسْمَانِي"
"nefs-i hakîkat","نَفْسِ حَق۪يقَتْ "
"nefs-i hizmet","نَفْسِ خِدْمَتْ "
"nefs-i ihbâr","نَفْسِ اِخْبَارْ"
"nefy-i nefiy","نَفْيِ نَفِيْ"
"neharî","نَهَارِي"
"nehy-i ilâhî","نَهْيِ اِلٓهِي"
"nesc-i kudret","نَسْجِ قُدْرَتْ"
"nesebî","نَسَب۪ي "
"nesir","نَثِرْ"
"nesl-i âtî","نَسْلِ اٰت۪ي "
"neş'e-i uhrâ","نَشْئَۀِ اُخْرَا"
"neşir","نَشِرْ"
"neşr-i envâr","نَشْرِ اَنْوَارْ"
"neşr-i esrâr-ı kur'âniye","نَشْرِ اَسْرَارِ قُرْاٰنِيَه "
"neşriyât","نَشْرِيَاتْ "
"neşriyât-ı dîniye","نَشْرِيَاتِ د۪ينِيَه"
"netice-i arziye","نَت۪يجَۀِ اَرْضِيَه"
"netîce-i hilkat","نَتِيجَۀِ خِلْقَتْ"
"netîce-i merâm","نَتِيجَۀِ مَرَامْ"
"netice-i ni'met-i sâbıka","نَتِيجَۀِ نِعْمَتِ سَابِقَه"
"neûzü-billâh","نَعُوذُ بِاللّٰهْ "
"nev'ân","نَوْعاً"
"nevi'","نَوْعْ "
"nev'-i beşer","نوْعِ بَشَرْ"
"nev'-i câmi'","نَوْعِ جَامِعْ"
"nev'-i insan","نَوْعِ اِنْسَانْ"
"nevrûz","نَوْرُوزْ "
"nezāfet-i medeniye","نَظَافَتِ مَدَنِيَه "
"nezâhet","نَزَاهَتْ"
"nezîh","نَز۪يهْ "
"nısf-ı âhir","نِصْفِ اٰخِرْ "
"nısf-ı arz","نِصْفِ اَرْضْ"
"nısf-ı evvel","نِصْفِ اَوَّلْ "
"nidâ","نِدَا "
"nihâyet","نِهَايَتْ"
"nikmet","نِقْمَتْ"
"nisbeten","نِسْبَتًا"
"nisbet-i rabbâniye","نِسْبَتِ رَبَّانِيَه"
"nisbet-i vatanî","نِسْبَتِ وَطِنِي"
"niseb","نِسَبْ"
"nisyan-ı mutlak","نِسْيَانِ مُطْلَقْ"
"nişân","نِشَانَ"
"niyet-i sâdıka","نِيَتِ صَادِقَه"
"nizâ'","نِزَاعْ"
"nizām","نِظَامْ "
"nizam-ı ekmel","نِظَامِ اَكْمَلْ"
"nizam-ı fıtrat","نِظَامِ فِطْرَتْ"
"nizâm-ı hikmet","نِظَامِ حِكْمَتْ"
"noksâniyet","نُقْصَانِيَتْ"
"nokta-i ittisal","نُقْطَۀِ اِتِّصَالْ"
"nokta-i kemal","نُقْطَۀِ كَمَالْ"
"nota","نُوطَه"
"numûne","نُمُونَه "
"nur cemal","نُورْ جَمَالْ"
"nûrânî","نُورَان۪ي"
"nurefşan","نُورْاَفْشَانْ"
"nûr-u a'zam","نُورُ اَعْظَمْ"
"nur-u a'zam-ı nübüvvet","نُورُ اَعْظَمِ نُبُوَّتْ"
"nur-u ilm-i ezelî","نُورُ عِلْمِ اَزَل۪ي"
"nur-u rahmet-i alem","نُورُ رَحْمَتِ عَالَمْ"
"nûr-u tevhîd","نُورُ تَوْح۪يدْ"
"nûru'l-envâr","نُورُ اْلاَنْوَارْ "
"nûrun alâ nûr","نُورٌ عَلٰي نُورْ "
"nutk-u beşerî","نُطْقُ بَشَر۪ي "
"nutuk","نُطُقْ "
"nüfûs","نُفُوسْ"
"nüfûs-u habîse","نُفُوسُ خَبِيثَه"
"nüfûs-u seba","نُفُوسُ سَبْعَه"
"nüfûz","نُفُوذْ "
"nüsha-i âhar","نُسْخَۀِ آخَرْ"
"nüsha-i câmia","نُسْخَۀِ جَامِعَه"
"nüsha-i enver","نُسْخَۀِ اَنْوَرْ"
"nüve-i imtisâl","نُوَۀِ اِمْتِثَالْ"
"nüzûl","نُزُولْ "
"nüzûl-ü vahiy","نُزُولُ وَحِيْ "
"okka","اُوقَّه "
"ordugâh","اُورْدُوگَاهْ "
"otağ","اُوتَاغْ "
"ömr-ü zâil","عُمْرٌ زَائِلْ "
"pâdişâh-ı âlî","پَادِشَاهِ عَالِي"
"para","پَارَه"
"pare","پَارَه"
"patiska","پَاتِسْقهَ"
"perdedâr-ı dest-i kudret","پَرْدَه دَارِ دَسْتِ قُدْرَتْ "
"perde-i izzet","پَرْدَۀِ عِزَّتْ"
"perde-i izzet ve azamet","پَرْدَۀِ عِزَّتْ و عَظَمَتْ"
"perde-i zâhirî","پَرْدَۀِ ظَاهِر۪ي"
"perde-i zāhiriye","پَرْدَۀِ ظَاهِرِيَه"
"pervane","پَرْوَانَه"
"pervâz","پَرْوَازْ"
"perverde","ﭘََرْوَرْدَه"
"pest","پَسْتْ "
"pîşdâr","پ۪يشْدَارْ "
"pusula","پُوصُولَه"
"pür-hatar","پُرْ خَطَرْ"
"pür-merâk","پُرْمَرَاقْ"
"pür-şer beşer","پُرْ شَرْ بَشَرْ "
"rabb-i rahîm","رَبِّ رَح۪يمْ "
"râbia","رَابِعَه"
"râcih","رَاجِحْ "
"râdde","رَادَّه "
"rağbet-i amme","رَغْبَتِ عَامَّه"
"rahîm-i kerîm","رَح۪يمِ كَر۪يمْ "
"rahîm-i mutlak"," رَح۪يمِ مُطْلَقْ"
"rahmân","رَحْمَنْ"
"rahmân-ı rahîm","رَحْمٰنِ رَح۪يمْ "
"rahmet-i uzmâ-yı ilâhiye","رَحْمَتِ عُظْمَايِ اِلٰهِيَه"
"raiyet","رَعِيَتْ "
"raiyetperver","رَعِيَتْپَرْوَرْ"
"raûf","رَؤُفْ "
"redd-i müdâhale","رَدِّ مُدَاخَلَه"
"refahet","رَفَاهَتْ"
"re'fet-i rabbaniye","رَأْفَتِ رَبَّانِيَه"
"re'fetkârâne","رَأْفَتْكَارَانَه "
"refîk","رَفِيقْ"
"rehâvet","رَخَاوَتْ "
"rehber-i ekmel","رَهْبَرِ اَكْمَلْ"
"remzen","رَمْزًا "
"remzî","رَمْز۪ي "
"remz-i hikmet","رَمْزِ حِكْمَتْ"
"remz-i hikmet-i kâinât","رَمْزِ حِكْمَتِ كَائِنَاتْ"
"remz-i kader","رَمْزِ قَدَرْ "
"remz-i nizâm","رَمْزِ نِظَامْ"
"rencide","رَنْج۪يدَه "
"resûl","رَسُولْ "
"reşha","رَشْحَه "
"rezzâk","رَزَّاقْ "
"rızâ-yı bâri","رِضَايِ بَار۪ي"
"rızâ-yı ilâhî","رِضَايِ اِلٰه۪ي"
"rızâ-yı küfür","رِضَايِ كُفُرْ"
"rızk-ı fıtrî","رِزْقِ فِطْر۪ي "
"ricâl-i devlet","رِجَالِ  دَوْلَتْ "
"rikkat-i cinsiye","رِقَّتِ جِنْسِيَه "
"risâle","رِسَالَه "
"risâlet","رِسَالَتْ "
"ruhanî","رُوحَان۪ي "
"ruhbâniyet","رُهْبَانِيَتْ "
"rûh-u âlî","رُوحُ عَالِي"
"rûh-u beşer","رُوحِ بَشَرْ"
"rûh-u habîs","رُوحُ خَب۪يثْ"
"rumuz","رُمُوزْ"
"rumûz-u şathiyât","رُمُوزُ شَطْحِيَاتْ"
"rûznâme","رُوزْنَامَه"
"rûz-u cezâ","رُوزِ جَزَا "
"rücû'","رُجُوعْ "
"rütbeten","رُتْبَةً"
"rüyâ-yı sâdıka","رُؤْيَايِ صَادِقَه "
"rü'yet-i cemâl","رُؤْيَتِ جَمَالْ"
"rü'yet-i cemâl-i ilâhî","رُؤْيَتِ جَمَالِ اِلٓهِي"
"rü'yet-i ilâhiye","رُؤْيَتِ اِلٰهِيَه"
"saadet-i ebediye","سَعَادَتِ اَبَدِيَه"
"saâdet-i uhrevîye","سَعَادَتِ اُخْرَوِيَه "
"sâbıkan","سَابِقًا "
"sabırşiken","صَبِرْ شِكَنْ "
"sâbia","سَابِعهَ"
"sabr-ı cemîl","صَبْرِ جَم۪يلْ "
"sadaka-i makbûle","صَدَقَۀِ مَقْبُولَه "
"sadâ-yı kur'ân","صَدَايِ قُرْاٰنْ"
"sade-dil","سَادَه دِلْ"
"sâdıkāne","صَادِقَانَه "
"sadır","صَدِرْ "
"saff-ı evvel","صَفِّ اَوَّلْ"
"sahâbet","صَحَابَتْ"
"sâhib-i kemâl","صَاحِبِ كَمَالْ"
"sahîh","صَح۪يحْ "
"saîd","سَع۪يدْ "
"sâik-i hakîm","سَائِقِ حَكِيمْ"
"sakar","سَقَرْ "
"sakîm","سَق۪يمْ "
"sakin","سَاكِنْ "
"sako","صَاقُو "
"salâbet-i dîniye","صَلَابَتِ د۪ينِيَه"
"salâh-ı hâl","صَلَاحِ حَالْ "
"salavât","صَلَوَاتْ "
"saltanat-ı haşmet","سَلْطَنَتِ حَشْمَتْ"
"samed","صَمَدْ "
"samediyet","صَمَدِيَتْ "
"san'atkârâne","صَنْعَتْكَارَانَه "
"sandukça-i uhreviye","صَنْدُوقْجَۀِ اُخْرَوِيَه "
"sanem-misâl","صَنَمْ مِثَالْ"
"sanemperest","صَنَمْپَرَسْتْ"
"sansür","سَانْسُورْ "
"sarf ve nahiv","صَرْفْ وَ نَحِوْ"
"sarf-ı nazar","صَرْفِ نَظَرْ"
"sarfiyât","صَرْفِيَاتْ "
"sârî illet","سَار۪ي عِلَّتْ "
"sârîye","سَارِيَه"
"sath-ı arz","سَطْحِ اَرْضْ "
"satıh","سَطِحْ "
"savm-ı visâl","صَوْمِ  وِصَالْ "
"sebeb-i def'-i musibet","سَبَبِ دَفْعِ مُص۪يبَتْ "
"sebeb-i hilkat-i âlem","سَبَبِ خِلْقَتِ عَالَمْ "
"sebeb-i hilkat-i eflâk","سَبَبِ خِلْقَتِ اَفْلاَكْ"
"sebeb-i husûl","سَبَبِ حُصُولْ"
"sebeb-i necât","سَبَبِ نَجَاتْ"
"sebkatiyet","سَبْقَتِيَتْ "
"seciye","سَجِيَه"
"seciyeten","سَجِيَتًا"
"sed","سَدْ"
"seferberlik","سَفَرْبَرْلِكْ"
"sefîh","سَف۪يهْ "
"sefîl","سَفيِلْ"
"sehil","سَهِلْ "
"sehiv","سَهِوْ"
"sekene-i arz","سَكَنَۀِ اٰرْضْ"
"sekîne","سَك۪ينَه "
"sekir","سَكِرْ "
"selâm","سَلَامْ "
"selâmet-i îmân","سَلَامَتِ ا۪يمَانْ "
"selîm","سَل۪يمْ"
"selm","سَلْمْ"
"semere-i âlem","ثَمَرَۀِ عَالَمْ"
"semere-i şecere-i hilkat","ثَمَرَۀِ شَجَرَۀِ خِلْقَتْ"
"semî'","سَم۪يعْ "
"semm-i murdar","سَمِّ مُرْدَارْ"
"senâ-yı kur'ânîye","ثَنَايِ قُرْاٰن۪يّهَ"
"sened-i sahîh","سَنَدِ صَح۪يحْ "
"sergüzeşt-i hayat","سَرْكُزَشْتِ حَيَاتْ"
"ser-i serdar","سَرِ سَرْدَارْ"
"sermedî","سَرْمَد۪ي "
"sermediyet","سَرْمَدِيَتْ "
"sermediyet-i hâkimiyet","سَرْمَدِيَتِ حَاكِمِيَتْ "
"serpûş","سَرْپُوشْ"
"serrişte","سَرْ رِشْتَه "
"setir","سَتِرْ "
"sevâb-ı a'mâl","ثَوَابِ اَعْمَالْ"
"sevk-i fıtrî","سَوْقِ فِطْر۪ي "
"seyf-i rahmet-i âlem","سَيْفِ رَحْمَتِ عَالَمْ "
"seyl-i kâinât","سَيْلِ كَائِنَاتْ"
"seyl-i zamân","سَيْلِ زَمَانْ "
"seyyâh-ı tâlib","سَيَّاحِ طَالِبْ"
"seyyâr","سَيَّارْ "
"sıbga-i rahmânî","صِبْغَۀِ رَحْمَانِي"
"sıfat-ı irade","صِفَتِ اِرَادَه"
"sırr-ı adediyet","سِرِّ عَدَدِيَتْ"
"sırr-ı dakîk","سِرِّ دَق۪يقْ "
"sırr-ı ehadiyet","سِرِّ  اَحَدِيَتْ "
"sırr-ı hilkat","سِرِّخِلْقَتْ"
"sırr-ı ihlâs","سِرِّ اِخْلَاصْ "
"sırr-ı insanî","سِرِّ اِنْسَان۪ي "
"sırr-ı işârî","سِرِّ اِشَار۪ي "
"sırr-ı teklîf","سِرِّ تَكْلِيفْ"
"sırr-ı uhuvvet","سِرِّ اُخُوَّتْ"
"sırr-ı uhuvvet-i hakîkiye","سِرِّ اُخُوَّتِ حَق۪يقِيَه"
"sırr-ı vahdet","سِرِّ وَحْدَتْ"
"sırr-ı verâset-i nübüvvet","سِرِّ وَرَاثَتِ نُبُوَّتْ "
"sicin","سِجِنْ"
"sidre","سِدْرَه"
"sikke-i ehadiyet","سِكَّۀِ اَحَدِيَتْ "
"sikke-i fıtrat","سِكَّۀِ فِطْرَتْ "
"sikke-i gaybiye","سِكَّۀِ غَيْبِيَه"
"sikke-i hilkat","سِكَّۀِ خِلْقَتْ "
"sikke-i samediyet","سِكَّۀِ صَمَدِيَتْ"
"sîkke-i tasdîk","سِكَّۀِ تَصْد۪يقْ"
"sikke-i tevhîd","سِكَّۀِ تَوْح۪يدْ"
"sikke-i vahdet","سِكَّۀِ وَحْدَتْ "
"sille","سِلَّه "
"silsile-i efkâr","سِلْسِلَۀِ اَفْكَارْ"
"silsile-i hasenât","سِلْسِلَۀِ حَسَنَاتْ"
"silsile-i kerâmet","سِلْسِلَۀِ كَرَامَتْ "
"silsile-i mevcûdât","سِلْسِلَۀِ مَوْجُودَاتْ"
"sinn-i kemâl","سِنِّ كَمَالْ"
"sinn-i teklîf","سِنِّ تَكْلِيفْ"
"sinn-i temyiz","سِنِّ تَمْيِيزْ"
