"a","ه"
"ME'MURİN-İ İLÂHİYE","مَأْمُورِينِ اِلٓهِيَه"
"MENCE'","مَنْجَأْ "
"MENFİ MİLLİYET","مَنْفِي مِلِّيَتْ"
"MENFÛR","مَنْفُورْ "
"MENHÛS","مَنْحُوسْ "
"MENNÂN","مَنَّانْ "
"MENSÛBİYET","مَنْسوُبِيَتْ"
"MENSÛCÂT-I AMEL","مَنْسُوجَاتِ عَمَلْ"
"MENŞE'","مَنْشَأْ"
"MENŞE'-İ ASLÎ","مَنْشَأِ اَصْل۪ي "
"MENŞE'-İ HAYÂT","مَنْشَۀِ حَيَاتْ"
"ME'NÛS","مَأْنُوسْ "
"MENZİL-İ KAMER","مَنْزِلِ قَمَرْ"
"MENZİL-İ SAADET","مَنْزِلِ سَعَادَتْ"
"MERÂYÂ","مَرَايَا"
"MERCİİYET","مَرْجِعِيَتْ "
"MERHAMETEN","مَرْحَمَتاً"
"MERKEZİYET","مَرْكَزِيَتْ"
"MERTEBE-İ İSMET","مَرْتَبَۀِ عِصْمَتْ"
"MERTEBE-İ LETÂFET","مَرْتَبَۀِ لَطَافَتْ"
"MERTEBE-İ VELÂYET","مَرْتَبَۀِ وَلَايَتْ"
"MESAİL-İ DAKİKA","مَسَائِلِ دَقِيقَه"
"MESÂİL-İ MÜTEFERRİKA","مَسَائِلِ مُتَفَرِّقَه "
"MESCİD-İ KEBÎR","مَسْجِدِ كَب۪يرْ "
"MESCİD-İ KEBÎR-İ ÂLEM","مَسْجِدِ كَبِيرِ عَالَمْ"
"MESCİD-İ SEYYÂR","مَسْجِدِ سَيَّارَ"
"MES'ELE-İ İMÂMET","مَسْئَلَۀِ اِمَامَتْ "
"MESLEK-İ UHUVVET","مَسْلَكِ اُخُوَّتْ "
"MES'ÛL","مَسْئُولْ "
"MES'ÛLİYET","مَسْئُولِيَتْ "
"MEŞHER-İ A'ZAM","مَشْهَرِ اَعْظَمْ "
"MEŞÎHAT-I İSLÂMİYE","مَش۪يخَتِ اِسْلَامِيَه "
"MEŞREBEN","مَشْرَبًا "
"MEŞREB-İ AŞK","مَشْرَبِ عَشْقْ"
"MEŞRÛ'","مَشْرُوعْ "
"MEŞ'ÛM","مَشْئُومْ"
"META'","مَتَاعْ"
"METBÛ'","مَتْبُوعْ "
"METÎN","مَت۪ينْ "
"MEVCÛDÂT-I CİSMÂNİYE","مَوْجُودَاتِ جِسْمَانِيَه"
"MEVCÛDÂT-I HĀRİCİYE","مَوْجُودَاتِ خَارِجِيَه"
"MEVCÛDÂT-I İLMİYE","مَوْجُودَاتِ عِلْمِيَه "
"MEVCUDÂT-I SEYYARE","مَوْجُودَاتِ سَيَّارَه"
"MEVCUDÂT-I SÜFLİYE","مَوْجُودَاتِ سُفْلِيَه"
"MEVCÛDİYET","مَوْجُودِيَتْ"
"MEVCUD-U HÂRİCÎ","مَوْجُودِ خَارِجِي"
"MEVCÛD-U HÂRİCÎ","مَوْجُودُ خَارِج۪ي"
"MEVHİBE-İ İLÂHİYE","مَوْهِبَۀِ اِلٰهِيَه"
"MEVKIF","مَوْقِفْ"
"MEVKİ'","مَوْقِعْ "
"MEVSÛF","مَوْصُوفْ"
"MEVSÛK","مَوْثُوقْ "
"MEVT-İ DÜNYA","مَوْتِ دُنْيَا"
"MEVT-İ ZÂHİRÎ","مَوْتِ ظَاهِر۪ي "
"MEVT-İ ZEKÂT","مَوْتِ زَكَاتْ"
"MEVZÛ'","مَوْضُوعْ "
"MEVZŪ'","مَوْضُوعْ "
"MEVZÛÂT","مَوْضُوعَاتْ"
"MEVZÛN","مَوْزُونْ "
"MEYDÂN-I HAŞİR","مَيْدَانِ حَشْرْ"
"MEYDÂN-I MÜDÂFAA","مَيْدَانِ مُدَافَعَه"
"MEYDÂN-I ZUHÛR","مَيْدَانِ ظُهُورْ "
"MEYL-İ TEKEMMÜL","مَيْلِ تَكَمُّلْ"
"MEYMENET","مَيْمَنَتْ"
"ME'YÛSİYET","مَأْيُوسِيَتْ "
"MEYYİTE","مَيِّتَه "
"MEZHEB-İ SELEF","مَذْهَبِ سَلَفْ"
"MEZRAA","مَزْرَعَه "
"MEZRAA-İ ÂHİRET","مَزْرَعَه "
"MEZRAA-İ DÜNYA","مَزْرَعَۀِ دُنْيَا"
"MEZRAA-İ DÜNYÂ","مَزْرَعَۀِ دُنْيَا"
"MEZRAA-İ MASNÛÂT","مَزْرَعَۀِ مَصْنُوعَاتْ"
"MEZRAA-İ SEMÂVİYE","مَزْرَعَۀِ سَمَاوِيَه"
"ME'ZÛN","مَاْذُونْ"
"MEZÛNİYET","مَأْذُونِيَتْ "
"MIH","م۪يخْ"
"MİFTÂH","مِفْتَاحْ "
"MİHENK","مِهَنْكْ "
"MİHMÂNDÂR-I KERÎM","مِهْمَانْدَارِ كَرِيمْ"
"MİKYÂS","مِقْيَاسْ "
"MİKYÂS-I MA'RİFET","مِقْيَاسِ مَعْرِفَتْ "
"MİNBER","مِنْبَرْ"
"MİNNET","مِنَّتْ "
"Mİ'RÂC","مِعْرَا جْ"
"Mİ'RÂCİYE","مِعْرَاجِيَه"
"Mİ'RÂÇ","مِعْرَاجْ"
"MİR'ÂT-I MA'RİFET","مِرْاٰتِ مَعْرِفَتْ"
"MİR'ÂT-I RAHMET-İ ÂLEM","مِرْاٰتِ رَحْمَتِ عَالَمْ "
"MİR'ÂT-I RÛH","مِرْآتِ رُوحْ"
"MÎRÎ","م۪ير۪ي "
"MİSÂLÎ","مِثَال۪ي "
"MİSÂL-İ ENSEB","مِثَالِ اَنْسَبْ"
"MİSÂL-İ MUSAĞĞAR","مِثَالِ مُصَغَّرْ "
"MİSÂL-İ RAHMET-İ ÂLEM","مِثَالِ رَحْمَتِ عَالَمْ "
"MİSBÂH","مِصْبَاحْ"
"MİSİL","مِثِلْ "
"MİSLİYET","مِثْلِيَتْ "
"MİSTĀR","مِسْطَرْ "
"MİZÂÇ","مِزَاجْ"
"MÎZÂN","م۪يزَانْ"
"MÎZÂN-I A'ZAM-I ADÂLET","م۪يزَانِ اَعْظَمِ عَدَالَتْ "
"MÎZÂN-I KAZÂ","م۪يزَانِ قَضَا"
"MÎZÂN-I MAHSÛS","م۪يزَانِ مَخْصُوصْ "
"MUACCİZ","مُعَجِّزْ "
"MUALLÂ","مُعَلَّا "
"MUALLEM","مُعَلَّمْ"
"MUALLİM-İ EKBER","مُعَلِّمِ اَكْبَرْ"
"MUALLİM-İ UKŪL","مُعَلِّمِ عُقُولْ"
"MUÂMELÂT","مُعَامَلاَتْ"
"MUÂMELE","مُعَامَلَه"
"MUAMMÂ","مُعَمَّا "
"MUAMMÂ-YI HİLKAT","مُعَمَّايِ خِلْقَتْ "
"MUAMMER","مُعَمَّرْ "
"MUÂREFE","مُعَارَفَه "
"MUARRİF","مُعَرِّفْ"
"MUÂŞERET","مُعَاشَرَتْ "
"MUATTAL","مُعَطَّلْ "
"MUATTIL","مُعَطِّلْ "
"MUÂVENET","مُعَاوَنَتْ"
"MUÂVENET-İ GAYBİYE","مُعَاوَنَتِ غَيْبِيَه"
"MUÂVİN","مُعَاوِنْ "
"MÛCİB-İ CEZÂ","مُوجِبِ جَزَا "
"MÛCİB-İ İSTİKRÂH","مُوجِبِ اِسْتِكْرَاهْ "
"MÛCİB-İ MUÂHEZE","مُوجِبِ مُؤَاخَذَه "
"MÛCİD-İ HAKİKİ","مُوجِدِ حَقِيقِي"
"MÛCİD-İ KÜLL-İ MEVCÛD","مُوجِدِ كُلِّ مَوْجُودْ"
"MU'CİZEKÂR","مُعْجِزَه كَارْ"
"MU'CİZNÜMÂ","مُعْجِزْنُمَا "
"MU'CİZÜ'L-BEYÂN","مُعْجِزُ الْبَيَانْ "
"MUFASSAL","مُفَصَّلْ "
"MUFASSALEN","مُفَصَّلاً"
"MUGADDÎ","مُغَدّ۪ي"
"MUHABBET-İ FITRİYE","مُحَبَّتِ فِطْرِيَه"
"MUHABBET-İ MECÂZİYE","مُحَبَّتِ مَجَازِيَه "
"MUHABBET-İ NEFSÂNÎYE","مُحَبَّتِ نَفْسَانِيَه "
"MUHABBET-İ RAHMÂN","مُحَبَّتِ رَحْمٰنْ "
"MUHABBET-İ ZÂTÎ","مُحَبَّتِ ذَاتِي"
"MUHABBET-İ ZÂTİYE","مُحَبَّتِ ذَاتِيَه"
"MUHÂBERE","مُخَابَرَه "
"MUHÂCİR","مُهَاجِرْ"
"MUHÂFAZA","مُحَافَظَه "
"MUHÂKEME","مُحَاكَمَه "
"MUHAKKİK","مُحَقِّقْ "
"MUHAKKİKÎN","مُحَقِّق۪ينْ"
"MUHÂL ENDER MUHÂL","مُحَالْ اَنْدَرْ مُحَالْ"
"MUHÂLEFET","مُخَالَفَتْ"
"MUHÂLİF","مُخَالِفْ "
"MUHÂREBE","مُحَارَبَه"
"MUHARREM","مُحَرَّمْ "
"MUHÂSARA","مُحَاصَرَه "
"MUHAT","مُحَاطْ"
"MUHÂVERE","مُحَاوَرَه"
"MUHBİR-İ SÂDIK","مُخْبِرِ صَادِقْ"
"MUHİK","مُحِقّ"
"MUHKEM","مُحْكَمْ"
"MUHLİS","مُخْلِصْ "
"MUHRİK","مُحْرِقْ"
"MUHTÂR","مُخْتَارْ"
"MUHTERİK","مُحْتَرِقْ"
"MUHTEVİYÂT","مُحْتَوِيَاتْ "
"MUHYİDDÎN","مُحْيِي الدّ۪ينْ "
"MUÎN","مُع۪ينْ"
"MUÎN-İ ZÂLİM","مُع۪ينِ ظَالِمْ"
"MUKADDEME-İ MÜKÂFAT-I LAHİKA","مُقَدَّمَۀِ مُكَافَاتِ لَاحِقَه"
"MUKADDERÂT","مُقَدَّرَاتْ "
"MUKADDERÂT-I BEŞER","مُقَدَّرَاتِ بَشَرْ"
"MUKADDERÂT-I HAYÂT","مُقَدَّرَاتِ حَيَاتْ "
"MUKADDERÂT-I HAYÂTİYE","مُقَدَّرَاتِ حَيَاتِيَه "
"MUKADDESÂT","مُقَدَّسَاتْ "
"MUKANNEN","مُقَنَّنْ"
"MUKAVVES","مُقَوَّسْ"
"MUKĀYESE","مُقَايَسَه "
"MUKNİ'","مُقْنِعْ "
"MUKTEZÂ-YI ADÂLET","مُقْتَضَايِ عَدَالَتْ "
"MUKTEZÂ-YI FITRÎ","مُقْتَضَايِ فِطْر۪ي"
"MUKTEZÂ-YI HÂL","مُقْتَضَايِ حَالْ "
"MUKTEZA-YI HİKMET","مُقْتَضَاي حِكْمَتْ"
"MUKTEZĀ-YI İNSANİYET","مُقْتَضَايِ اِنْسَانِيَتْ"
"MUKTEZÂY-I RAHMET","مُقْتَضَايِ رَحْمَتْ "
"MUNAZZIM","مُنَظِّمْ"
"MÛNİS","مُونِسْ "
"MUNSIF","مُنْصِفْ "
"MURÂKABE","مُرَاقَبَه "
"MURDAR","مُرْدَارْ "
"MURDİA","مُرْضِعَه"
"MUSADDAK","مُصَدَّقْ "
"MUSAFFÂ","مُصَفّٰي"
"MUSAHHARİYET","مُسَخَّرِيَتْ "
"MUSAHHİH","مُصَحِّحْ "
"MUSALLAT","مُسَلَّطْ "
"MUSAMMEM","مُصَمَّمْ "
"MUSANNA'","مُصَنَّعْ"
"MUSARRAH","مُصَرَّحْ "
"MUSİBET-İ ÂMME","مُص۪يبَتِ عاَمَّه"
"MUSÎBET-İ ÂMME","مُصِيبَتِ عَامَّه"
"MUSİBETZEDE","مُص۪يبَتْزَدَه "
"MUSÎBETZEDE","مُص۪يبَتْزَدَه "
"MUTAASSIB","مُتَعَصِّبْ"
"MUTÂBAKAT","مُطَابَقَتْ "
"MUTÂBIK","مُطَابِقْ "
"MUTÂBIK-I MUKTEZÂ-YI HÂL","مُطَابِقِ مُقْتَضَايِ حَالْ "
"MUTÂBIK-I MUKTEZĀ-YI HÂL","مُطَابِقِ مُقْتَضَايِ حَالْ "
"MUTĀBIK-I VÂKİ'","مُطَابِقِ وَاقِعْ"
"MUTASAVVER","مُتَصَوَّرْ "
"MUTAZAMMIN","مُتَضَمِّنْ"
"MU'TEBER","مُعْتَبَرْ"
"MU'TERİZ","مُعْتَرِضْ "
"MU'TEZİLE","مُعْتَزِلَه"
"MUTÎ'","مُط۪يعْ "
"MUTMAİN","مُطْمَئِنْ "
"MUTTALİ'","مُطَّلِعْ "
"MUTTARİD","مُطَّرِدْ "
"MUTTASIF","مُتَّصِفْ "
"MUVÂFAKAT","مُوَافَقَتْ "
"MUVÂFIK","مُوَافِقْ "
"MUVAHHİD","مُوَحِّدْ "
"MUVAHHİDÎN","مُوَحِّد۪ينْ "
"MUVÂZÎ","مُوَاز۪ي "
"MUZÂAF","مُضَاعَفْ "
"MUZAFFER","مُظَفَّرْ "
"MUZDAR","مُضْطَرْ "
"MUZDARİB","مُضْطَرِبْ "
"MUZIRRA","مُضِرَّه "
"MUZMER","مُضْمَرْ"
"MÜBÂDELE","مُبَادَلَه"
"MÜBÂHASE","مُبَاحَثَه "
"MÜBÂHÂT","مُبَاهَاتْ"
"MÜBÂLAĞA","مُبَالَغَه"
"MÜBÂREK","مُبَارَكْ"
"MÜBÂŞERET","مُبَاشَرَتْ "
"MÜBÂŞERET-İ CÜZ'İYE","مُبَاشَرَتِ جُزْئِيَه"
"MÜBÂŞİR","مُبَاشِرْ"
"MÜBAYENET","مُبَايَنَتْ"
"MÜBÂYENET","مُبَايَنَتْ"
"MÜBAYENET-İ MAHİYET","مُبَايَنَتِ مَاهِيَتْ"
"MÜBELLİĞ","مُبَلِّغْ "
"MÜBERRÂ","مُبَرَّا "
"MÜBEYYİZ","مُبَيِّضْ "
"MÜBEZZİR","مُبَذِّرْ"
"MÜCÂHİD","مُجَاهِدْ "
"MÜCÂZÂT","مُجَازَاتْ "
"MÜCEDDED","مُجَدَّدْ"
"MÜCELLEDE","مُجَلَّدَه "
"MÜCESSEM","مُجَسَّمْ "
"MÜCTEHİD","مُجْتَهِدْ"
"MÜDÂFAA","مُدَافَعَه"
"MÜDÂFAANÂME","مُدَافَعَه نَامَه "
"MÜDÂFİ'","مُدَافِعْ "
"MÜDÂHALE","مُدَاخَلَه"
"MÜDAKKİK","مُدَقِّقْ"
"MÜDDEHAR","مُدَّخَرْ "
"MÜDEBBİR","مُدَبِّرْ "
"MÜDEBBİR-İ HAKÎM","مُدَبِّرِ حَك۪يمْ"
"MÜDELLEL","مُدَلَّلْ"
"MÜDERRİS","مُدَرِّسْ "
"MÜECCEL","مُؤَجَّلْ "
"MÜEKKEL","مُؤَكَّلْ "
"MÜELLEFÂT","مُؤَلَّفَاتْ "
"MÜENNES","مُؤَنَّثْ "
"MÜESSİR-İ HAKÎKİ","مُؤَثِّرِ حَقِيقِي"
"MÜEYYİD","مُؤَيِّدْ "
"MÜEZZİN-İ A'ZAM","مُؤَذِّنِ اَعْظَمْ "
"MÜFERRAH","مُفَرَّحْ "
"MÜFETTİŞ","مُفَتِّشْ"
"MÜFTERÎ","مُفْتَر۪ي"
"MÜHEFHEF","مُهَفْهَفْ"
"MÜHEYYÂ","مُهَيَّا "
"MÜHEZZEB","مُهَذَّبْ"
"MÜHÎB","مُه۪يبْ "
"MÜKEBBİR","مُكَبِّرْ "
"MÜKELLEF","مُكَلَّفْ "
"MÜKELLEFÎN","مُكَلَّفِينْ"
"MÜKERREM","مُكَرَّمْ "
"MÜKRİM","مُكْرِمْ"
"MÜLÂHAZA","مُلَاحَظَه"
"MÜLÂKĀT","مُلَاقَاتْ"
"MÜLÂKÎ","مُلَاق۪ي "
"MÜLÂZIM","مُلَازِمْ"
"MÜLHEM","مُلْهَمْ"
"MÜLHİD","مُلْحِدْ"
"MÜLKİYE","مُلْكِيَه"
"MÜLK-Ü TEN","مُلْكُ تَنْ"
"MÜLTEBİS","مُلْتَبِسْ"
"MÜLZEM","مُلْزَمْ "
"MÜMÂNAAT","مُمَانَعَتْ "
"MÜMÂNAÂT","مُمَانَعَاتْ "
"MÜMÂSİL","مُمَاسِلْ"
"MÜMTÂZ","مُمْتَازْ"
"MÜMTENİ'","مُمْتَنِعْ"
"MÜMTEZİC","مُمْتَزِجْ "
"MÜNÂCÂT","مُنَاجَاتْ"
"MÜN'ADİM","مُنْعَدِمْ"
"MÜNÂFIK","مُنَافِقْ "
"MÜNÂSEBET","مُنَاسَبَتْ "
"MÜNÂVEBE","مُنَاوَبَه "
"MÜNÂZAA","مُنَازَعَه "
"MÜNÂZARA","مُنَاظَرَه "
"MÜNBASİT","مُنْبَسِطْ "
"MÜNCEMİD HEVES","مُنَْجَمِّدْ هَوَسْ"
"MÜNCER","مُنْجَرْ "
"MÜNCEZİB","مُنْجَذِبْ"
"MÜNDERİC","مُنْدَرِجْ "
"MÜNEVVİM","مُنَوِّمْ"
"MÜNEVVİR","مُنَوِّرْ "
"MÜNFAİL","مُنْفَعِلْ "
"MÜNHASİF","مُنْخَسِفْ"
"MÜNTEHÂ","مُنْتَهَا"
"MÜNTEHAB","مُنْتَخَبْ "
"MÜNTEHÂ-YI TE'LÎF","مُنْتَهَايِ تَأْلِيفْ"
"MÜNZEVÎ","مُنْزَو۪ي "
"MÜRÂCAAT","مُرَاجَعَتْ"
"MÜRECCİH","مُرَجِّحْ"
"MÜREFREF","مُرَفْرَفْ"
"MÜRÎD","مُر۪يدْ"
"MÜRŞİD-İ EKBER","مُرْشِدِ اَكْبَرْ "
"MÜRŞİD-İ EKMEL","مُرْشِدِ اَكْمَلْ "
"MÜRŞİD-İ KÂMİL","مُرْشِدِ كَامِلْ "
"MÜRŞİD-İ MUTLAK","مُرْشِدِ مُطْلَقْ"
"MÜRŞİD-İ RABBANÎ","مُرْشِدِ رَبَّان۪ي "
"MÜRTEZIK","مُرتَزِقْ"
"MÜRÛR-U A'SÂR","مُرُورُ اَعْصَارْ"
"MÜRÛR-U ZAMAN","مُرُورِ زَمَانْ "
"MÜSÂBAKA","مُسَابَقَه"
"MÜSÂDEME","مُصَادَمَه"
"MÜSÂDERE","مُصَادَرَه "
"MÜSÂVÂT","مُسَاوَاتْ"
"MÜSÂVÂT-I MUTLAKA","مُسَاوَاتِ مُطْلَقَه"
"MÜSÂVÎ","مُسَاو۪ي "
"MÜSBİT","مُثْبِتْ"
"MÜSEBBEB","مُسَبَّبْ "
"MÜSEBBİH","مُسَبِّحْ "
"MÜSELLEM","مُسَلَّمْ "
"MÜSEMMÂ","مُسَمَّا"
"MÜSEMMÂ-YI AKDES","مُسَمَّايِ اَقْدَسْ"
"MÜSEMMÂ-YI ZÜLCELÂL","مُسَمَّايِ ذُوالْجَلَالْ "
"MÜSEVVİD","مُسَوِّدْ "
"MÜSİNN","مُسِنّ "
"MÜSKİT","مُسْكِتْ "
"MÜSTA'CEL","مُسْتَعْجَلْ"
"MÜSTAĞRAK","مُسْتَغْرَقْ"
"MÜSTAHREC","مُسْتَخْرَجْ "
"MÜSTAHSEN","مُسْتَحْسَنْ "
"MÜSTAHSİL","مُسْتَحْصِلْ "
"MÜSTAKBEL","مُسْتَقْبَلْ"
"MÜSTAKÎM","مُسْتَق۪يمْ "
"MÜSTA'MEL","مُسْتَعْمَلْ"
"MÜSTEÂR","مُسْتَعَارْ"
"MÜSTEİD","مُسْتَعِدْ"
"MÜSTEKREH","مُسْتَكْرَهْ "
"MÜSTELZİM","مُسْتَلْزِمْ "
"MÜSTEMİD","مُسْتَمِدْ"
"MÜSTEMİR","مُسْتَمِرْ "
"MÜSTENSİH","مُسْتَنْسِخْ "
"MÜSTEVLÎ","مُسْتَوْل۪ي"
"MÜŞÂBEHET","مُشَابَهَتْ"
"MÜŞÂBİH","مُشَابِهْ "
"MÜŞÂVERE","مُشَاوَرَه "
"MÜŞEDDED","مُشَدَّدْ "
"MÜŞERREF","مُشَرَّفْ"
"MÜŞEVVEŞİYET","مُشَوَّشِيَتْ"
"MÜŞEVVİK","مُشَوِّقْ "
"MÜŞÎR","مُش۪يرْ "
"MÜŞRİK","مُشْرِكْ"
"MÜŞTÂK","مُشْتَاقْ"
"MÜŞTEREK","مُشْتَرَكْ "
"MÜŞTERÎ","مُشْتَر۪ي"
"MÜTÂLAA","مُطَالَعَه "
"MÜTÂREKE","مُتَارَكَه "
"MÜTEÂL","مُتَعَالْ"
"MÜTEBÂKÎ","مُتَبَاق۪ي "
"MÜTEBEDDİL","مُتَبَدِّلْ "
"MÜTECESSİD","مُتَجَسِّدْ"
"MÜTECESSİD RİYÂ","مُتَجَسِّدْ رِيَا"
"MÜTEDÂVİL","مُتَدَاوِلْ "
"MÜTEDERRİC","مُتَدَرِّجْ"
"MÜTEFELSİF","مُتَفَلْسِفْ "
"MÜTEGAYYİR","مُتَغَيِّرْ "
"MÜTEHAKKİM","مُتَحَكِّمْ"
"MÜTEHASSIL","مُتَحَصِّلْ "
"MÜTEKELLİM-İ ALÎM","مُتَكَلِّمِ عَل۪يمْ"
"MÜTEKELLİM-İ EZELÎ","مُتَكَلِّمِ اَزَل۪ي"
"MÜTEKELLİM-İ MAALGAYR","مُتَكَلِّمِ مَعَ  الْغَيْرْ "
"MÜTEKELLİM-İ VAHDE","مُتَكَلِّمِ وَحدَه"
"MÜTEKELLİMÎN","مُتَكَلِّم۪ينْ"
"MÜTEKERRİR","مُتَكَرِّرْ"
"MÜTELEZZİZ","مُتَلَذِّذْ"
"MÜTEMÂDÎ","مُتَمَاد۪ي "
"MÜTEMÂDİYEN","مُتَمَادِيًا "
"MÜTEMERRİD","مُتَمَرِّدْ "
"MÜTEMESSİL","مُتَمَثِّلْ"
"MÜTENÂKIZ","مُتَنَاقِضْ"
"MÜTENEBBİH","مُتَنَبِّهْ"
"MÜTENEVVİ'","مُتَنَوِّعْ"
"MÜTERÂKİM","مُتَرَاكِمْ "
"MÜTEREDDİD","مُتَرَدِّدْ "
"MÜTESALLİB","مُتَصَلِّبْ"
"MÜTESELLÎ","مُتَسَلّ۪ي "
"MÜTEŞAHHIS","مُتَشَخِّصْ"
"MÜTEVAGGİL","مُتَوَغِّلْ"
"MÜTEVÂLÎ","مُتَوَال۪ي "
"MÜTTEFEKUN ALEYH","مُتَّفَقٌ عَلَيْهْ "
"MÜTTEFİKAN","مُتَّفِقًا "
"MÜTTEHEM","مُتَّهَمْ "
"MÜVELLİDE","مُوَلِّدَه"
"MÜYESSER","مُيَسَّرْ "
"MÜZÂHERET","مُظَاهَرَتْ"
"MÜZAHRAF","مُزَخْرَفْ "
"MÜZÂKERE","مُذَاكَرَه "
"MÜZEHHER","مُزَهَّرْ"
"MÜZEYYİN","مُزَيِّنْ"
"MÜZHİR","مُظْهِرْ "
"MÜZMAHİL","مُضْمَحِلْ"
"NACÎ","نَاجِي"
"NÂFİ'","نَافِعْ "
"NÂFÎ","نَاف۪ي "
"NAHÎF","نَح۪يفْ"
"NAHÎFE","نَح۪يفَه"
"NAHİV","نَحِوْ "
"NAHNÜ","نَحْنُ"
"NAKD-İ ÖMÜR","نَقْدِ عُمُرْ "
"NÂKİLE","نَاقِلَه "
"NAKS","نَقْصْ "
"NAKŞ-I VAHDET","نَقْشِ وَحْدَتْ"
"NÂ-MAHREM","نَامَحْرَمْ "
"NÂMDÂR","نَامْدَارْ "
"NÂMÛS","نَامُوسْ"
"NÂMÛS-U İKRÂM","نَامُوسُ اِكْرَامْ"
"NÂMÛS-U ZÎHAYAT","نَامُوسُ ذ۪ي حَيَاتْ "
"NÂ-MÜTENÂHÎ","نَامُتَنَاه۪ي "
"NÂR-I HAYAT","نَارِ حَيَاتْ "
"NAS","نَصّ"
"NASB","نَصب"
"NASR","نَصْرْ "
"NASRÂNÎ","نَصْرَان۪ي "
"NASS-I ÂYET","نَصِّ اٰيَتْ "
"NASS-I KELÂM","نَصِّ كَلَامْ "
"NASS-I KUR'ÂN","نَصِّ قُرْاٰنْ "
"NAZAR-I BEŞER","نَظَرِ بَشَرْ"
"NAZAR-I DALÂLET","نَظَرِ ضَلَالَتْ"
"NAZAR-I DİKKAT","نَظَرِ دِقَّتْ "
"NAZAR-I EHEMMİYET","نَظَرِاَهَمِّيَت"
"NAZAR-I GAFLET","نَظَرِ غَفْلَتْ "
"NAZAR-I HİKMET","نَظَرِ حِكْمَتْ"
"NAZAR-I İBRET","نَظَرِ عِبْرَتْ"
"NAZAR-I İNÂYET","نَظَرِ عِنَايَتْ"
"NAZAR-I MÜTÂLAA","نَظَرِ مُطَالَعَه"
"NAZAR-I NÜBÜVVET","نَظَرِ نُبُوَّتْ "
"NAZAR-I RABBANÎ","نَظَرِ رَبَّانِي"
"NAZAR-I RAĞBET","نَظَرِ رَغْبَتْ"
"NAZAR-I UMÛMÎ","نَظَرِ عُمُوم۪ي"
"NAZAR-I ZÂHİRÎ","نَظَرِ ظَاهِر۪ي "
"NAZARİYÂT","نَظَرِيَاتْ "
"NAZARÎYAT","نَظَرِيَاتْ"
"NAZARİYÂT-I DÎNİYE","نَظَرِيَاتِ دِينِيَه"
"NAZENÎN","نَازَن۪ينْ"
"NÂZENÎN","نَازَن۪ينْ"
"NAZIM","نَظِمْ"
"NAZÎF","نَظ۪يفْ "
"NAZÎRE","نَظ۪يرَه "
"NAZM-I GARÎB-İ HİKMET","نَظْمِ غَرِيبِ حِكْمَتْ"
"NEBÂTÎ","نَبَات۪ي "
"NEBZE","نَبْذَه "
"NECÂT","نَجَاتْ"
"NECİS","نَجِسْ"
"NECM-İ ÂYET","نَجْمِ آيَتْ"
"NECM-İ ZEHRÂ","نَجْمِ زَهْرَا"
"NEFH-İ SÛR","نَفْخِ صُورْ "
"NEFH-İ SŪR","نَفْخِ صُورْ "
"NEFİSPEREST","نَفِسْپَرَسْتْ "
"NEFİSPERVER","نَفِسْپَرْوَرْ"
"NEFRET-İ ÂMME","نَفْرَتِ عَامَّه "
"NEFS-İ AMEL","نَفْسِ عَمَلْ "
"NEFS-İ CİSMÂNÎ","نَفْسِ جِسْمَانِي"
"NEFS-İ HAKÎKAT","نَفْسِ حَق۪يقَتْ "
"NEFS-İ HİZMET","نَفْسِ خِدْمَتْ "
"NEFS-İ İHBÂR","نَفْسِ اِخْبَارْ"
"NEFY-İ NEFİY","نَفْيِ نَفِيْ"
"NEHARÎ","نَهَارِي"
"NEHY-İ İLÂHÎ","نَهْيِ اِلٓهِي"
"NESC-İ KUDRET","نَسْجِ قُدْرَتْ"
"NESEBÎ","نَسَب۪ي "
"NESİR","نَثِرْ"
"NESL-İ ÂTÎ","نَسْلِ اٰت۪ي "
"NEŞ'E-İ UHRÂ","نَشْئَۀِ اُخْرَا"
"NEŞİR","نَشِرْ"
"NEŞR-İ ENVÂR","نَشْرِ اَنْوَارْ"
"NEŞR-İ ESRÂR-I KUR'ÂNİYE","نَشْرِ اَسْرَارِ قُرْاٰنِيَه "
"NEŞRİYÂT","نَشْرِيَاتْ "
"NEŞRİYÂT-I DÎNİYE","نَشْرِيَاتِ د۪ينِيَه"
"NETİCE-İ ARZİYE","نَت۪يجَۀِ اَرْضِيَه"
"NETÎCE-İ HİLKAT","نَتِيجَۀِ خِلْقَتْ"
"NETÎCE-İ MERÂM","نَتِيجَۀِ مَرَامْ"
"NETİCE-İ Nİ'MET-İ SÂBIKA","نَتِيجَۀِ نِعْمَتِ سَابِقَه"
"NEÛZÜ-BİLLÂH","نَعُوذُ بِاللّٰهْ "
"NEV'ÂN","نَوْعاً"
"NEVİ'","نَوْعْ "
"NEV'-İ BEŞER","نوْعِ بَشَرْ"
"NEV'-İ CÂMİ'","نَوْعِ جَامِعْ"
"NEV'-İ İNSAN","نَوْعِ اِنْسَانْ"
"NEVRÛZ","نَوْرُوزْ "
"NEZĀFET-İ MEDENİYE","نَظَافَتِ مَدَنِيَه "
"NEZÂHET","نَزَاهَتْ"
"NEZÎH","نَز۪يهْ "
"NISF-I ÂHİR","نِصْفِ اٰخِرْ "
"NISF-I ARZ","نِصْفِ اَرْضْ"
